B_Verboom	21	bel	2	10	9	8	15	66	291	211	181
L_Biglia	26	arg	1	13	16	10	13	56	481	742	373
S_Kljestan	26	usa	2	10	14	9	12	66	542	819	308
D_Praet	18	bel	2	9	14	10	15	66	332	603	491
R_Vargas	25	ven	2	9	14	10	13	66	315	651	377
K_Dikgacoi	27	saf	2	10	12	9	11	64	356	445	359
G_Gillet	28	bel	2	11	12	6	14	66	306	488	201
M_Bedi	29	drc	2	10	11	5	9	66	271	311	126
L_Maracek	23	cze	2	7	11	10	10	66	196	311	251
M_Aoulad	22	bel	2	5	11	10	9	66	141	351	281
C_Diandy	23	sen	2	5	11	9	12	66	141	351	241
F_Canesin	20	bra	2	6	11	10	16	66	166	311	271
Reynaldo	24	bra	2	6	11	10	14	66	166	306	276
D_Veselinovic	26	ser	2	8	11	10	11	66	251	306	271
M_Suarez	24	arg	2	7	9	14	14	56	283	332	766
S_Armenteros	20	swe	2	6	10	13	12	56	110	315	511
G_B_Cyriac	22	ivo	2	8	11	13	11	66	345	436	574
M_Jovanovic	31	ser	2	9	12	13	13	66	326	359	460
T_De_Sutter	27	bel	2	9	12	13	13	66	316	453	405
D_Mbokani	26	drc	2	7	10	13	14	56	158	273	355
O_Iakovenko	25	ukr	2	9	11	12	10	66	276	311	351
J_Lukaku	18	bel	2	7	10	11	8	56	156	261	291
Z_Badibanga	22	bel	2	7	9	11	14	56	156	251	296
V_Gabulov	28	rus	14	4	8	3	14	771	60	155	70
Y_Pomazan	23	rus	12	2	5	3	10	405	60	110	100
A_Yeshchenko	28	rus	2	12	10	7	12	60	880	485	388
A_Gadzibekov	22	rus	2	11	10	6	15	60	437	357	221
Joao_Carlos	30	bra	2	13	10	7	11	65	678	475	204
K_Agalarov	24	rus	2	13	10	6	13	60	826	554	283
R_Tagirbekov	28	rus	2	12	11	7	12	60	537	330	242
A_Logashov	20	rus	2	11	10	7	10	60	355	342	176
Y_Zhirkov	28	rus	2	15	11	7	13	60	869	406	245
Ewerton	23	bra	2	14	10	6	12	60	741	606	241
M_Boussoufa	27	mor	2	7	16	12	12	60	229	819	461
Jucilei	24	bra	2	10	14	9	11	60	507	656	341
O_Shatov	21	rus	2	10	12	10	13	60	280	487	413
M_C_Gonzalez	22	mor	2	9	14	10	15	60	250	569	393
S_Mukhammad	22	rus	2	11	12	7	10	60	270	335	195
O_Ahmedov	24	aze	2	10	14	9	13	60	450	821	528
L_Diarra	27	fra	2	10	15	9	11	60	369	621	356
S_Eto'o	31	cam	2	7	10	17	10	50	192	583	896
Willian	24	bra	2	7	15	16	12	50	277	684	788
L_Traore	20	ivo	2	6	11	14	11	60	89	354	709
S_Serderov	18	rus	2	6	9	11	10	60	100	262	341
U_Pardo	30	bel	13	2	4	4	11	269	72	122	112
D_Chiotis	36	gre	11	2	3	4	10	234	72	92	112
P_Konstantinu	27	cyp	10	2	3	4	12	219	72	107	112
A_Kissas	25	cyp	10	2	6	5	12	229	77	182	112
Zuela	29	gab	2	12	10	8	11	64	798	401	314
C_Karypidis	30	gre	2	12	9	9	13	64	786	347	385
M_Klukowski	32	can	2	12	10	8	11	64	618	327	288
Mario_Sergio	31	por	2	12	9	9	12	64	842	422	472
M_Olivera	31	bra	2	11	10	8	13	64	566	387	301
M_Antoniades	23	cyp	2	11	9	9	11	64	354	265	236
A_Borda	28	spa	2	11	10	8	12	64	417	282	264
M_Elia	34	cyp	2	11	10	8	14	64	407	367	183
A_Tziolis	28	gre	2	8	12	10	11	64	443	693	488
Helio_Pinto	29	por	2	9	12	9	11	64	355	642	358
E_Aloneftis	30	cyp	2	9	12	10	12	64	407	608	467
S_Benachour	31	tun	2	9	12	10	14	64	312	564	325
Nuno_Morais	29	por	2	10	11	9	11	64	344	480	260
A_Solomou	27	cyp	2	9	11	10	13	64	312	434	462
C_Chara'bidis	31	cyp	2	9	11	10	12	64	296	540	396
A_Adorno	31	cro	2	10	11	8	12	64	302	367	223
M_Charalampus	20	cyp	2	8	10	9	13	64	207	257	222
M_Satsias	35	cyp	2	9	10	9	11	64	217	257	222
M_Budimir	33	cro	2	6	11	12	13	64	228	694	561
D_Biton	25	isl	2	8	10	12	13	64	328	407	657
M_Beckmann	29	den	2	7	11	12	12	64	322	673	578
G_Manduca	33	bra	2	6	10	11	13	64	271	480	524
W_Szczesny	28	pol	16	2	7	6	12	770	185	285	270
V_Mannone	25	ita	14	3	7	7	5	390	295	295	305
B_Sagna	30	fra	2	17	13	8	14	130	703	612	437
P_Mertesacker	27	ger	2	17	10	8	12	100	712	463	398
T_Vermaelen	26	bel	2	17	13	9	16	110	723	567	387
L_Koscielny	26	fra	2	17	12	9	15	100	729	590	429
A_Santos	29	bra	2	14	12	6	13	90	490	425	295
J_Djourou	24	swi	2	14	11	7	16	90	450	410	260
N_Monreal	26	spa	1	15	13	7	14	75	598	467	336
S_Squillaci	32	fra	4	14	11	7	16	120	509	454	302
C_Jenkinson	21	eng	3	13	10	8	16	110	475	400	310
K_Gibbs	22	eng	2	15	11	7	15	110	572	507	276
A_Diaby	26	fra	2	12	15	8	6	110	486	664	314
T_Rosicky	31	cze	2	9	15	13	16	125	374	546	495
M_Arteta	30	spa	2	13	15	9	5	110	484	541	345
J_Wilshere	20	eng	9	10	16	14	11	95	436	619	553
A_Ramsey	21	wal	3	10	15	12	6	110	349	599	474
S_Cazorla	27	spa	4	8	17	13	11	95	385	717	671
F_Coquelin	21	fra	2	10	14	10	15	110	429	506	340
A_Arshavin	31	rus	2	9	15	10	15	110	420	527	467
R_Miyachi	21	jap	2	9	13	10	12	110	350	450	380
E_Frimpong	20	gha	2	12	14	8	11	110	465	480	285
L_Podolski	27	ger	2	9	15	14	6	110	325	577	528
O_Giroud	25	fra	2	5	14	15	15	100	276	560	615
T_Walcott	23	eng	2	5	15	15	8	100	265	528	677
A_OChamberl'n	19	eng	2	5	14	15	16	100	321	564	575
Gervinho	25	ivc	2	5	14	15	16	100	299	551	618
N_Bendtner	24	den	2	5	12	15	9	100	263	478	549
S_Given	36	ire	16	12	5	4	15	770	160	215	195
B_Guzan	27	usa	14	3	5	3	7	395	170	230	185
A_Marshall	37	eng	12	2	4	4	10	325	160	210	200
A_Hutton	27	sco	2	14	13	9	17	100	591	529	339
R_V_D_Vaart	29	hol	2	7	17	12	10	70	275	657	350
R_Dunne	32	ire	3	15	7	8	16	110	588	298	269
C_Clark	24	ire	3	14	10	7	14	110	584	468	335
J_Bennett	22	eng	2	13	10	8	12	100	856	392	290
E_Lichaj	25	usa	4	14	11	7	16	110	618	453	364
E_Stevens	22	ire	3	12	11	8	11	100	440	375	295
N_Baker	22	eng	3	13	10	8	16	100	475	356	237
M_Lowton	24	eng	2	13	10	8	12	100	469	390	270
S_Ireland	26	ire	3	9	14	13	12	100	596	833	815
K_El_Ahmadi	27	mor	3	11	14	13	14	100	415	477	398
C_N'Zogbia	27	fra	4	9	15	13	11	120	357	506	454
B_Holman	29	nzl	2	8	13	13	15	100	319	477	435
A_Westwood	22	eng	2	11	12	9	13	100	350	440	354
M_Albrighton	22	eng	2	9	12	10	14	100	348	445	355
F_Delph	21	eng	2	11	13	9	12	100	344	442	340
Y_Sylla	23	fra	2	11	12	9	12	100	350	440	350
S_Petrov	33	bul	2	13	15	10	13	100	463	554	349
B_Bannan	22	sco	2	9	14	10	15	100	334	440	355
C_Herd	24	nzl	2	10	12	5	11	100	395	400	345
D_Bent	28	eng	2	5	14	15	12	90	235	481	584
G_Agbonlahor	27	eng	2	7	14	14	13	90	226	443	480
J_Bowery	21	eng	2	6	10	11	10	80	215	340	440
N_Delfouneco	21	eng	2	6	11	13	8	90	160	247	289
A_Weimann	21	aut	2	7	10	14	12	90	270	456	531
S_Asenjo	23	spa	13	3	5	3	6	711	90	150	105
J_Robels	23	spa	12	3	8	5	10	306	215	195	135
Miranda	27	bra	2	16	12	4	13	68	716	611	221
D_Godin	26	uru	2	15	13	4	15	68	676	556	56
Filipe_Luis	27	bra	2	15	13	8	10	68	854	402	282
C_Diaz	33	arg	2	15	11	8	14	68	730	493	391
Juanfran	27	spa	2	15	13	8	14	68	678	430	277
J_Pulido	21	spa	2	14	10	7	13	68	549	412	270
Silvio	26	por	3	14	12	7	8	68	477	416	186
D_Cisma	30	spa	2	13	10	8	12	68	384	291	210
J_Maquillo	18	spa	2	11	10	6	10	68	310	255	150
Kader	20	tun	2	11	10	8	13	68	305	240	185
A_Turan	25	tur	3	9	17	15	10	68	432	900	604
K_Honda	26	jap	2	10	16	12	13	66	318	685	470
Tiago	30	por	2	13	15	8	16	68	513	683	336
Koke	20	spa	2	8	15	11	10	68	354	689	537
Raul_Garcia	26	spa	2	9	15	12	7	68	205	589	489
C_Rodriguez	26	uru	2	9	15	10	14	68	378	562	382
Emre	23	tur	3	9	15	13	16	78	289	505	346
M_Suarez	25	spa	3	12	14	9	15	68	359	410	242
Oliver_Torres	17	spa	2	7	12	10	13	68	310	365	330
R_Falcao	26	col	2	5	17	18	10	48	247	704	909
Adrian	24	spa	2	5	14	15	11	58	206	525	768
E_Dzeko	27	bos	2	9	14	18	13	68	305	499	621
Diego_Costa	23	bra	2	5	14	15	12	58	149	401	478
E_Alvarado	23	cos	15	4	8	3	13	173	60	155	70
U_Emanuelson	26	hol	2	6	15	12	11	90	215	561	453
Y_De_Winter	25	bel	12	5	8	2	9	315	60	155	70
A_Maher	18	hol	2	9	14	12	9	60	330	764	493
D_Klassen	19	hol	2	7	13	12	12	66	236	468	470
S_Berghuis	20	hol	2	6	11	12	13	60	190	427	444
G_Plet	24	hol	2	6	11	12	11	60	100	240	330
T_Lam	19	fin	2	11	10	7	10	60	444	357	241
J_Heymans	19	bel	2	11	10	8	11	60	382	335	216
M_Johansson	20	swe	2	11	10	8	14	60	397	295	234
J_Lukoki	19	hol	2	7	10	12	13	66	201	271	358
A_Achahbar	18	hol	2	6	10	12	13	66	181	307	368
M_Henrikssen	19	nor	2	10	13	8	12	60	437	754	431
W_Overtoom	24	cam	2	9	14	10	14	60	257	635	284
G_Fernandez	26	hol	2	6	10	12	14	66	166	276	394
C_Ortiz	23	par	2	10	11	7	13	60	290	472	314
M_Martens	26	bel	2	8	14	11	10	60	302	522	283
V_Elm	26	swe	2	10	13	8	9	60	425	706	350
A_Messaoud	21	mor	2	10	11	6	12	60	295	385	206
S_Nijland	24	hol	2	6	10	12	14	66	166	291	366
J_Cabral	21	hol	2	6	10	12	9	60	97	222	284
J_Altidore	22	usa	2	6	10	14	10	60	170	412	659
J_Gudmunsson	21	ice	2	5	11	12	11	60	155	517	433
E_Gyasi	21	hol	2	6	10	12	13	60	115	225	330
A_Johannson	21	ice	2	6	10	12	11	60	145	322	529
D_Boerrigter	25	hol	3	9	14	11	13	66	386	580	365
F_Sporkslede	19	hol	3	9	13	11	13	66	244	365	299
V_Valdes	30	spa	17	4	8	4	8	963	94	219	114
Pinto	36	spa	14	3	4	4	12	334	84	199	104
Dani_Alves	29	bra	2	17	14	6	8	70	826	573	317
Pique	25	spa	2	17	11	6	13	50	736	496	258
C_Puyol	35	spa	2	17	12	6	11	50	691	477	199
J_Macherano	28	arg	2	17	12	6	16	50	646	544	211
Jordi_Alba	23	spa	2	15	14	6	8	70	641	557	289
Adriano	27	bra	1	15	13	8	14	60	688	570	244
E_Abidal	33	fra	1	15	12	8	11	60	629	436	408
M_Bartra	21	spa	3	14	10	7	14	80	379	339	231
Montoya	21	spa	2	14	11	8	9	70	416	304	239
Xavi	32	spa	2	15	18	12	12	70	572	844	497
A_Iniesta	28	spa	2	14	18	13	12	70	554	752	727
C_Fabregas	25	spa	2	13	17	11	10	70	562	767	499
S_Busquets	24	spa	2	12	16	10	15	70	370	591	369
A_Song	24	sen	2	13	16	9	12	70	424	593	248
Thiago	21	spa	2	8	15	12	14	70	204	440	408
O_Bakkal	27	hol	2	7	13	11	12	60	287	591	417
J_Dos_Santos	22	mex	2	9	14	11	13	70	244	384	314
L_Messi	25	arg	2	5	18	19	10	50	256	853	891
Pedro	25	spa	2	9	14	18	13	70	241	404	740
D_Villa	30	spa	2	9	15	17	13	70	323	670	794
A_Sanchez	23	chi	2	7	16	17	11	70	188	602	633
C_Tello	21	spa	2	8	10	15	11	70	353	344	496
L_Steele	27	eng	12	2	4	4	10	563	80	130	120
B_Alnwick	25	eng	12	2	3	4	10	329	80	100	120
M_Cranie	25	eng	2	12	9	5	10	70	427	316	146
B_Hassell	32	eng	2	11	10	6	10	70	484	358	199
S_Golbourne	24	eng	2	11	10	6	10	70	488	311	149
S_Foster	31	eng	2	11	9	7	13	70	466	286	203
S_Wiseman	26	eng	2	11	10	8	13	70	412	265	246
J_McNulty	27	sco	2	11	10	8	13	70	425	280	213
A_Jones	20	eng	2	11	10	6	11	70	362	273	163
T_Kennedy	27	eng	2	11	9	7	13	70	385	296	209
R_Edwards	31	eng	2	11	10	8	12	70	310	281	150
J_O'Brien	24	ire	3	9	13	10	14	70	272	480	251
J_Mellis	21	eng	3	9	13	10	10	70	345	512	317
T_Cywka	24	pol	3	9	12	10	12	70	301	423	305
D_Perkins	30	eng	2	10	12	7	15	70	315	436	219
S_Dawson	26	ire	2	10	11	7	13	70	285	442	217
K_Etuhu	24	nig	2	7	11	10	13	70	170	317	276
M_Done	24	wal	2	7	11	10	14	70	210	362	296
T_Silva	20	por	2	6	11	8	12	70	170	242	240
P_Digby	17	eng	2	5	10	7	12	70	183	261	223
J_Rooney	21	eng	2	6	10	8	12	70	160	205	195
J_Scotland	33	tri	2	6	11	12	9	70	162	342	431
C_Dagnall	26	eng	2	6	10	12	15	70	149	311	439
M_Harewood	33	eng	2	6	10	12	15	70	165	333	473
R_N_Lazarus	19	eng	2	6	9	11	15	70	207	299	402
D_Rose	18	eng	2	6	8	10	10	70	173	223	348
Y_Sommer	23	swi	15	2	4	6	14	12	97	162	112
G_Vailati	32	swi	12	2	6	5	10	294	72	182	112
M_Salvi	18	swi	10	2	6	5	10	224	72	182	112
J_H_Park	25	kor	2	12	11	8	9	64	836	380	240
P_Degen	29	swi	2	12	10	8	14	64	631	391	267
A_Ajeti	18	swi	2	11	9	8	10	64	312	242	234
A_Dragovic	21	aut	2	13	11	7	12	64	813	375	273
K_Voser	25	swi	2	12	10	8	10	64	802	429	265
F_Schar	20	swi	2	12	10	8	12	64	828	431	313
G_Sauro	22	arg	2	12	10	8	11	64	596	361	295
M_Steinhofer	26	ger	2	12	10	8	12	64	748	325	203
R_Kovac	32	cze	2	10	9	8	12	64	277	227	207
D_Degen	29	swi	2	10	13	9	11	64	386	617	275
S_Die	29	ivo	2	10	12	8	11	64	305	441	224
G_Yapi_Yapo	30	ivo	2	10	14	8	11	64	388	748	269
V_Stocker	23	swi	2	11	13	9	13	54	414	611	289
S_Grether	20	swi	2	9	10	9	11	64	222	277	227
F_Frei	23	swi	2	9	13	10	15	64	298	737	410
M_Diaz	25	chi	2	10	12	9	12	64	300	386	220
D_Jevtic	19	swi	2	9	11	10	13	64	222	287	227
M_Elneny	21	egy	2	10	12	9	11	64	272	372	222
Cabral	23	swi	2	10	13	9	11	64	386	665	336
M_Streller	31	swi	2	8	11	13	14	64	301	501	515
A_Frei	33	swi	2	7	9	14	12	54	104	281	568
R_Bobadilla	26	arg	2	8	11	13	14	64	272	400	570
M_Salah	20	egy	2	8	11	14	11	64	277	404	500
S_Vuleta	18	swi	2	6	9	11	13	64	187	257	317
J_Zoua	20	cam	2	6	10	12	10	64	177	359	480
K_Pak	19	nkr	2	6	10	11	9	64	162	267	307
M_Neuer	26	ger	19	4	8	4	9	208	94	204	114
T_Starke	31	ger	15	2	5	6	12	365	174	109	124
M_Riedmuller	24	ger	13	2	4	4	10	315	79	134	124
L_Raeder	18	ger	10	3	5	6	12	280	94	149	159
P_Lahm	30	ger	2	18	11	9	12	70	974	580	389
Dante	30	bra	2	17	13	10	16	50	806	522	433
H_Badstuber	23	ger	2	16	13	4	15	70	631	454	92
D_Van_Buyten	34	bel	2	15	12	7	9	60	594	445	247
J_Boateng	23	ger	3	15	11	8	16	80	616	332	203
D_Alaba	20	aut	2	15	12	6	14	70	574	376	197
Rafina	26	bra	2	14	12	6	14	70	477	338	164
F_Ribery	29	fra	2	14	18	13	15	70	581	823	523
M_Rosheuvel	21	hol	2	6	10	11	13	60	100	235	250
T_Muller	22	ger	2	10	16	12	11	50	330	676	413
B_Schw'steigr	28	ger	2	11	16	11	12	70	534	828	504
T_Kroos	22	ger	2	10	16	11	10	50	360	715	452
Javi_Martinez	23	spa	2	13	15	9	11	70	429	522	191
X_Shaqiri	20	swi	2	13	15	8	16	70	409	531	293
Luis_Gustavo	25	bra	1	10	15	10	8	50	289	472	338
A_Tymoshchuk	33	ukr	2	12	15	9	14	70	364	409	224
E_Can	18	ger	2	9	13	9	8	70	289	359	279
M_Weiser	19	ger	2	10	11	10	11	70	289	359	284
P_Hojbjerg	17	den	2	10	11	9	10	70	289	359	279
M_Gomez	28	ger	2	9	14	18	13	70	388	554	861
M_Mandzukic	26	cro	2	9	13	17	15	70	390	494	751
C_Pizzaro	35	per	2	5	14	15	12	60	182	466	542
P_Weihrauch	19	ger	2	6	9	11	8	60	164	280	365
C_Carrasso	30	fra	16	4	6	6	10	964	60	120	90
A_Keita	21	fra	12	2	4	4	11	478	60	110	100
K_Olimpa	24	fra	11	2	4	4	9	270	60	110	100
Mariano	26	bra	2	14	11	5	13	60	602	410	208
M_Planus	30	fra	2	14	11	5	11	60	680	357	136
F_Marange	26	fra	2	12	11	7	10	60	405	380	164
B_Tremoulina	26	fra	2	14	12	8	12	60	603	387	323
L_Sane	25	sen	2	14	12	6	10	60	626	347	172
M_Poundje	19	fra	2	10	9	6	10	60	250	190	145
Henrique	25	bra	2	14	10	6	14	60	589	375	229
J_Plasil	30	cze	2	11	14	9	11	60	307	634	303
F_Khalfallah	29	tun	2	10	13	10	14	60	325	509	268
H_Saivet	21	fra	2	10	14	10	12	60	290	527	310
L_Obraniak	27	pol	2	9	15	10	12	60	347	592	450
L_N'Guemo	26	sen	2	10	13	9	11	60	275	537	288
A_B_Pago	19	gab	2	6	10	9	14	60	145	285	200
E_Chevalier	20	fra	2	9	10	5	11	60	200	295	140
A_Traore	24	mal	2	9	12	10	13	60	214	384	238
L_Faubert	28	fra	2	9	12	10	14	60	235	350	250
N_M_Belay	27	fra	2	9	13	10	11	60	285	410	299
D_Bellion	29	fra	2	7	11	12	10	60	265	427	416
D_Rolan	19	uru	2	7	11	12	13	60	155	325	391
C_Diabte	24	mal	2	7	12	14	11	60	165	377	582
H_Sacko	18	fra	2	4	8	10	12	60	140	200	225
G_Laborde	18	fra	2	4	7	10	14	60	140	180	225
Artur_Moraes	31	bra	15	2	7	6	10	991	80	180	175
Paulo_Lopes	34	por	14	2	4	6	10	381	105	170	120
Luisao	31	bra	2	16	12	4	13	68	513	397	103
E_Garay	25	arg	2	16	13	4	15	68	657	469	136
M_Pereira	28	uru	2	15	12	7	15	58	719	464	273
Jardel	26	bra	2	14	11	8	9	68	612	333	194
Miguel_Victor	23	por	2	14	10	7	11	68	506	325	233
L_Melgarejo	22	par	2	14	10	6	14	68	608	337	133
Luisinho	27	por	2	14	10	7	14	68	494	335	242
Sidnei	23	bra	2	13	10	7	13	68	380	280	195
Andre_Almeida	21	por	2	13	10	7	10	68	415	285	209
Roderick	22	por	3	12	11	8	12	68	355	275	210
N_Gaitan	24	arg	2	10	16	13	16	68	425	767	401
N_Matic	24	ser	3	11	15	10	15	68	395	549	276
P_Aimar	32	arg	2	9	15	12	13	58	247	519	316
E_Salvio	22	arg	2	9	15	11	14	58	265	519	389
A_Asante	19	hol	2	6	10	11	10	76	211	356	396
C_Martins	30	por	2	10	14	11	10	58	270	416	422
E_Perez	26	arg	2	10	14	10	16	68	317	449	315
Andre_Gomes	19	por	2	9	14	10	13	68	339	414	334
J_Urreta	22	uru	2	9	14	10	10	68	285	400	305
O_Cardozo	29	par	2	9	14	17	15	68	292	509	655
Lima	28	bra	3	9	12	15	15	68	300	412	601
Rodrigo	21	spa	2	7	9	14	12	58	245	426	503
Alan_Kardec	23	bra	2	9	12	13	13	68	282	367	486
C_Cohen	25	tur	15	4	8	3	14	37	60	155	70
A_McGregor	32	sco	13	2	5	3	10	305	60	110	100
E_Metin	20	tur	11	2	5	3	12	285	60	110	100
I_Koybasi	24	tur	2	13	11	7	10	60	600	464	293
I_Toraman	32	tur	2	14	10	7	10	60	807	608	310
T_Sivok	30	cze	2	15	10	7	10	60	717	387	324
R_Hilbert	29	ger	2	13	11	7	13	60	687	404	335
J_Escude	34	fra	2	12	10	8	11	60	460	280	214
G_Suzen	26	tur	2	13	11	6	12	60	773	492	247
E_Gulum	26	tur	2	13	10	8	13	60	883	573	374
U_Boral	31	tur	2	12	10	7	10	60	385	280	217
M_Akgun	27	tur	2	11	10	6	12	60	325	275	180
K_Yildiz	18	tur	2	10	9	7	11	60	280	205	165
A_Nukan	20	tur	2	10	9	8	11	60	280	205	185
M_Fernandes	27	por	2	10	16	10	12	60	375	154	559
V_Kavlak	25	aut	2	11	14	8	13	60	419	798	450
O_Sahan	26	tur	2	8	14	10	10	60	252	883	401
O_Ozyakup	21	tur	2	7	14	10	12	60	259	832	479
H_Turk	20	tur	2	10	11	6	14	60	310	335	135
E_Kas	22	tur	2	8	12	10	11	60	257	615	304
M_Demirici	19	tur	2	8	11	10	11	60	190	325	215
Dentinho	25	bra	2	6	12	13	13	60	112	412	545
Hugo_Almeida	29	por	2	6	11	14	9	60	197	469	840
M_Pektemek	25	tur	2	6	10	14	12	60	247	409	848
M_Akyuz	28	tur	2	6	9	12	10	60	160	245	374
S_Kurumus	19	tur	2	6	9	12	13	60	130	205	342
F_Holosko	30	slo	2	6	10	14	10	60	170	411	535
P_Brezovan	32	slo	12	2	4	4	10	294	138	188	178
C_Ankergren	32	den	12	3	4	4	10	311	158	193	183
T_Kuszczak	30	pol	14	3	5	4	8	790	148	208	173
